antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'khó chịu', 'đau ngực', 'ớn lạnh'})",frozenset({'sốt cao'}),0.06707317073170732,0.27682926829268295,0.06341463414634146,0.9454545454545454,3.415298358029635,1.0,0.04484681737061273,13.258130081300807,0.7580442433383611,0.2260869565217391,0.9245745822474322,0.5872647176611934
"frozenset({'đau ngực', 'sốt cao', 'ớn lạnh'})",frozenset({'khó chịu'}),0.06585365853658537,0.14268292682926828,0.06341463414634146,0.9629629629629629,6.748971193415638,1.0,0.05401844140392623,23.14756097560972,0.9118798955613577,0.43697478991596644,0.9567989041673252,0.7037037037037037
"frozenset({'khó chịu', 'đau ngực'})","frozenset({'sốt cao', 'ớn lạnh'})",0.07073170731707316,0.13414634146341464,0.06341463414634146,0.8965517241379312,6.683385579937305,1.0,0.053926234384295064,8.369918699187002,0.915101958409045,0.44827586206896547,0.8805245264691599,0.684639498432602
"frozenset({'đau ngực', 'sốt cao'})","frozenset({'khó chịu', 'ớn lạnh'})",0.06951219512195123,0.08902439024390243,0.06341463414634146,0.9122807017543859,10.247536649843788,1.0,0.057226353361094585,10.385121951219507,0.9698306280875089,0.6666666666666666,0.9037084008548815,0.8123047344388368
"frozenset({'đau ngực', 'ớn lạnh'})","frozenset({'khó chịu', 'sốt cao'})",0.06951219512195123,0.11219512195121951,0.06341463414634146,0.9122807017543859,8.13119755911518,1.0,0.05561570493753718,10.120975609756092,0.9425345296904931,0.5360824742268041,0.901195295932138,0.7387490465293669
"frozenset({'khó chịu', 'đau ngực'})",frozenset({'mệt mỏi'}),0.07073170731707316,0.3926829268292683,0.06707317073170732,0.9482758620689656,2.414863996573142,1.0,0.03929803688280786,11.741463414634174,0.6304939155332857,0.16923076923076924,0.9148317407561282,0.5595416577425574
"frozenset({'đau ngực', 'mệt mỏi'})",frozenset({'khó chịu'}),0.06951219512195123,0.14268292682926828,0.06707317073170732,0.9649122807017544,6.762633078422553,1.0,0.057154967281380135,24.433536585365854,0.9157869653282499,0.4621848739495799,0.9590726460532555,0.7174988753936122
"frozenset({'đau ngực', 'sốt cao'})",frozenset({'mệt mỏi'}),0.06951219512195123,0.3926829268292683,0.06585365853658537,0.9473684210526315,2.412553121935273,1.0,0.03855740630577037,11.53902439024389,0.6292412989660695,0.16615384615384615,0.9133375607693933,0.5575351422033344
"frozenset({'đau ngực', 'mệt mỏi'})",frozenset({'sốt cao'}),0.06951219512195123,0.27682926829268295,0.06585365853658537,0.9473684210526315,3.422211917458845,1.0,0.0466106484235574,13.74024390243901,0.7606669579146643,0.23478260869565215,0.9272210881334871,0.5926269418038488
"frozenset({'đau ngực', 'mệt mỏi'})",frozenset({'ớn lạnh'}),0.06951219512195123,0.16219512195121952,0.06585365853658537,0.9473684210526315,5.840918084685397,1.0,0.05457911957168352,15.918292682926813,0.8907091888743265,0.39705882352941174,0.9371791925227916,0.6766917293233082
"frozenset({'đau ngực', 'ớn lạnh'})",frozenset({'mệt mỏi'}),0.06951219512195123,0.3926829268292683,0.06585365853658537,0.9473684210526315,2.412553121935273,1.0,0.03855740630577037,11.53902439024389,0.6292412989660695,0.16615384615384615,0.9133375607693933,0.5575351422033344
"frozenset({'khó chịu', 'đau ngực', 'sốt cao'})",frozenset({'mệt mỏi'}),0.06707317073170732,0.3926829268292683,0.06341463414634146,0.9454545454545454,2.4076792772444944,1.0,0.03707614515169542,11.13414634146341,0.6266968325791855,0.16,0.9101861993428259,0.5534726143421795
"frozenset({'đau ngực', 'sốt cao', 'mệt mỏi'})",frozenset({'khó chịu'}),0.06585365853658537,0.14268292682926828,0.06341463414634146,0.9629629629629629,6.748971193415638,1.0,0.05401844140392623,23.14756097560972,0.9118798955613577,0.43697478991596644,0.9567989041673252,0.7037037037037037
"frozenset({'khó chịu', 'đau ngực', 'mệt mỏi'})",frozenset({'sốt cao'}),0.06707317073170732,0.27682926829268295,0.06341463414634146,0.9454545454545454,3.415298358029635,1.0,0.04484681737061273,13.258130081300807,0.7580442433383611,0.2260869565217391,0.9245745822474322,0.5872647176611934
"frozenset({'đau ngực', 'sốt cao'})","frozenset({'khó chịu', 'mệt mỏi'})",0.06951219512195123,0.1353658536585366,0.06341463414634146,0.9122807017543859,6.739370949897265,1.0,0.05400505651397977,9.856829268292676,0.9152384312934772,0.44827586206896547,0.8985474970925197,0.6903745851114271
"frozenset({'khó chịu', 'đau ngực'})","frozenset({'sốt cao', 'mệt mỏi'})",0.07073170731707316,0.19878048780487806,0.06341463414634146,0.8965517241379312,4.510260207319654,1.0,0.049354550862581795,7.745121951219522,0.8375227135069654,0.30769230769230765,0.8708864745709337,0.6077850645229533
"frozenset({'đau ngực', 'mệt mỏi'})","frozenset({'khó chịu', 'sốt cao'})",0.06951219512195123,0.11219512195121951,0.06341463414634146,0.9122807017543859,8.13119755911518,1.0,0.05561570493753718,10.120975609756092,0.9425345296904931,0.5360824742268041,0.901195295932138,0.7387490465293669
"frozenset({'khó chịu', 'đau ngực', 'mệt mỏi'})",frozenset({'ớn lạnh'}),0.06707317073170732,0.16219512195121952,0.06341463414634146,0.9454545454545454,5.829118250170882,1.0,0.05253569303985723,15.35975609756097,0.8880090497737557,0.38235294117647056,0.9348947995236204,0.668215994531784
"frozenset({'khó chịu', 'đau ngực', 'ớn lạnh'})",frozenset({'mệt mỏi'}),0.06707317073170732,0.3926829268292683,0.06341463414634146,0.9454545454545454,2.4076792772444944,1.0,0.03707614515169542,11.13414634146341,0.6266968325791855,0.16,0.9101861993428259,0.5534726143421795
"frozenset({'đau ngực', 'mệt mỏi', 'ớn lạnh'})",frozenset({'khó chịu'}),0.06585365853658537,0.14268292682926828,0.06341463414634146,0.9629629629629629,6.748971193415638,1.0,0.05401844140392623,23.14756097560972,0.9118798955613577,0.43697478991596644,0.9567989041673252,0.7037037037037037
"frozenset({'khó chịu', 'đau ngực'})","frozenset({'mệt mỏi', 'ớn lạnh'})",0.07073170731707316,0.11219512195121951,0.06341463414634146,0.8965517241379312,7.991004497751125,1.0,0.05547888161808447,8.582113821138222,0.9414496264889964,0.5306122448979592,0.8834785903751422,0.7308845577211395
"frozenset({'đau ngực', 'mệt mỏi'})","frozenset({'khó chịu', 'ớn lạnh'})",0.06951219512195123,0.08902439024390243,0.06341463414634146,0.9122807017543859,10.247536649843788,1.0,0.057226353361094585,10.385121951219507,0.9698306280875089,0.6666666666666666,0.9037084008548815,0.8123047344388368
"frozenset({'đau ngực', 'ớn lạnh'})","frozenset({'khó chịu', 'mệt mỏi'})",0.06951219512195123,0.1353658536585366,0.06341463414634146,0.9122807017543859,6.739370949897265,1.0,0.05400505651397977,9.856829268292676,0.9152384312934772,0.44827586206896547,0.8985474970925197,0.6903745851114271
"frozenset({'đau ngực', 'sốt cao', 'mệt mỏi'})",frozenset({'ớn lạnh'}),0.06585365853658537,0.16219512195121952,0.06219512195121951,0.9444444444444444,5.822890559732665,1.0,0.05151397977394408,15.080487804878041,0.886653355859315,0.375,0.9336891476629468,0.6639515455304928
"frozenset({'đau ngực', 'sốt cao', 'ớn lạnh'})",frozenset({'mệt mỏi'}),0.06585365853658537,0.3926829268292683,0.06219512195121951,0.9444444444444444,2.4051069703243613,1.0,0.03633551457465794,10.931707317073165,0.6254031638765166,0.15692307692307692,0.9085229808121374,0.5514147688060731
"frozenset({'đau ngực', 'mệt mỏi', 'ớn lạnh'})",frozenset({'sốt cao'}),0.06585365853658537,0.27682926829268295,0.06219512195121951,0.9444444444444444,3.411649534997552,1.0,0.04396490184414039,13.0170731707317,0.7567193979419444,0.22173913043478258,0.9231778152520143,0.5845570239843367
"frozenset({'đau ngực', 'sốt cao'})","frozenset({'mệt mỏi', 'ớn lạnh'})",0.06951219512195123,0.11219512195121951,0.06219512195121951,0.894736842105263,7.97482837528604,1.0,0.05439619274241523,8.434146341463407,0.939942949656927,0.5204081632653061,0.8814343551185655,0.7245423340961098
"frozenset({'đau ngực', 'mệt mỏi'})","frozenset({'sốt cao', 'ớn lạnh'})",0.06951219512195123,0.13414634146341464,0.06219512195121951,0.894736842105263,6.669856459330142,1.0,0.05287031528851874,8.225609756097553,0.9135764397502121,0.43965517241379304,0.8784284655300221,0.6791866028708133
"frozenset({'đau ngực', 'ớn lạnh'})","frozenset({'sốt cao', 'mệt mỏi'})",0.06951219512195123,0.19878048780487806,0.06219512195121951,0.894736842105263,4.501130125928317,1.0,0.04837745389649018,7.611585365853651,0.8359417161359957,0.30177514792899407,0.8686213250020026,0.6038101388440426
"frozenset({'khó chịu', 'đau ngực', 'sốt cao', 'mệt mỏi'})",frozenset({'ớn lạnh'}),0.06341463414634146,0.16219512195121952,0.05975609756097561,0.9423076923076923,5.809716599190283,1.0,0.049470553242117785,14.52195121951219,0.8839285714285715,0.36029411764705876,0.9311387302653678,0.6553643724696356
"frozenset({'khó chịu', 'đau ngực', 'sốt cao', 'ớn lạnh'})",frozenset({'mệt mỏi'}),0.06341463414634146,0.3926829268292683,0.05975609756097561,0.9423076923076923,2.399665551839465,1.0,0.03485425342058299,10.52682926829268,0.6227678571428572,0.15076923076923077,0.9050046339202965,0.5472408026755853
"frozenset({'đau ngực', 'sốt cao', 'mệt mỏi', 'ớn lạnh'})",frozenset({'khó chịu'}),0.06219512195121951,0.14268292682926828,0.05975609756097561,0.9607843137254901,6.733702027819675,1.0,0.05088191552647234,21.86158536585361,0.9079642260024947,0.411764705882353,0.9542576632359913,0.6897938662644545
"frozenset({'khó chịu', 'đau ngực', 'mệt mỏi', 'ớn lạnh'})",frozenset({'sốt cao'}),0.06341463414634146,0.27682926829268295,0.05975609756097561,0.9423076923076923,3.403930870891223,1.0,0.04220107079119571,12.534959349593493,0.7540391156462586,0.21304347826086953,0.9202231158386301,0.5790833615723483
"frozenset({'khó chịu', 'đau ngực', 'sốt cao'})","frozenset({'mệt mỏi', 'ớn lạnh'})",0.06707317073170732,0.11219512195121951,0.05975609756097561,0.8909090909090909,7.940711462450593,1.0,0.052230814991076735,8.138211382113818,0.9369080965719621,0.5,0.8771228771228771,0.7117588932806324
"frozenset({'đau ngực', 'sốt cao', 'mệt mỏi'})","frozenset({'khó chịu', 'ớn lạnh'})",0.06585365853658537,0.08902439024390243,0.05975609756097561,0.9074074074074073,10.192795535261288,1.0,0.053893515764425935,9.838536585365846,0.9654713060158789,0.6282051282051282,0.8983588675690415,0.7893201420598681
"frozenset({'đau ngực', 'sốt cao', 'ớn lạnh'})","frozenset({'khó chịu', 'mệt mỏi'})",0.06585365853658537,0.1353658536585366,0.05975609756097561,0.9074074074074073,6.703370036703369,1.0,0.05084176085663295,9.338048780487798,0.9108008738743539,0.42241379310344823,0.892911246930993,0.6744244244244244
"frozenset({'khó chịu', 'đau ngực', 'mệt mỏi'})","frozenset({'sốt cao', 'ớn lạnh'})",0.06707317073170732,0.13414634146341464,0.05975609756097561,0.8909090909090909,6.641322314049586,1.0,0.050758477096966084,7.936991869918696,0.9104975323462717,0.42241379310344823,0.8740076824583867,0.6681818181818182
"frozenset({'khó chịu', 'đau ngực', 'ớn lạnh'})","frozenset({'sốt cao', 'mệt mỏi'})",0.06707317073170732,0.19878048780487806,0.05975609756097561,0.8909090909090909,4.481873954266592,1.0,0.046423259964306955,7.344512195121949,0.8327330932372949,0.28994082840236685,0.8638439186384391,0.5957612939208031
"frozenset({'đau ngực', 'mệt mỏi', 'ớn lạnh'})","frozenset({'khó chịu', 'sốt cao'})",0.06585365853658537,0.11219512195121951,0.05975609756097561,0.9074074074074073,8.087761674718196,1.0,0.052367638310529444,9.588292682926822,0.9381360899451164,0.5051546391752577,0.8957061457061456,0.7200080515297906
"frozenset({'đau ngực', 'sốt cao'})","frozenset({'khó chịu', 'mệt mỏi', 'ớn lạnh'})",0.06951219512195123,0.08414634146341464,0.05975609756097561,0.8596491228070174,10.216120010170352,1.0,0.0539069006543724,6.525457317073166,0.9695081177949556,0.6363636363636361,0.8467540355549324,0.7848970251716246
"frozenset({'khó chịu', 'đau ngực'})","frozenset({'sốt cao', 'mệt mỏi', 'ớn lạnh'})",0.07073170731707316,0.1073170731707317,0.05975609756097561,0.8448275862068966,7.872257053291537,1.0,0.05216537775133849,5.7528455284552855,0.9394182869998393,0.5051546391752577,0.8261729790842284,0.7008228840125392
"frozenset({'đau ngực', 'mệt mỏi'})","frozenset({'khó chịu', 'sốt cao', 'ớn lạnh'})",0.06951219512195123,0.08414634146341464,0.05975609756097561,0.8596491228070174,10.216120010170352,1.0,0.0539069006543724,6.525457317073166,0.9695081177949556,0.6363636363636361,0.8467540355549324,0.7848970251716246
"frozenset({'đau ngực', 'ớn lạnh'})","frozenset({'khó chịu', 'sốt cao', 'mệt mỏi'})",0.06951219512195123,0.10609756097560975,0.05975609756097561,0.8596491228070174,8.102440008066141,1.0,0.052381023200475905,6.369054878048776,0.9420654238104155,0.5157894736842106,0.8429908331538258,0.7114337568058076
"frozenset({'đau ngực', 'sốt cao'})",frozenset({'ho'}),0.06951219512195123,0.11463414634146342,0.06585365853658537,0.9473684210526315,8.264277715565509,1.0,0.057885187388459255,16.82195121951218,0.9446628804426971,0.5567010309278351,0.94055386399884,0.7609182530795073
"frozenset({'ho', 'sốt cao'})",frozenset({'mệt mỏi'}),0.08658536585365853,0.3926829268292683,0.08048780487804878,0.9295774647887325,2.3672469600209958,1.0,0.04648720999405116,8.623902439024402,0.6323178379253145,0.2018348623853211,0.8840432151139772,0.5672732044440557
"frozenset({'ho', 'mệt mỏi'})",frozenset({'sốt cao'}),0.08536585365853659,0.27682926829268295,0.08048780487804878,0.9428571428571428,3.4059156702328504,1.0,0.056856038072575846,12.655487804878044,0.7723232323232322,0.2857142857142857,0.920982895687786,0.6168030207677785
"frozenset({'đau ngực', 'mệt mỏi'})",frozenset({'ho'}),0.06951219512195123,0.11463414634146342,0.06585365853658537,0.9473684210526315,8.264277715565509,1.0,0.057885187388459255,16.82195121951218,0.9446628804426971,0.5567010309278351,0.94055386399884,0.7609182530795073
"frozenset({'đau ngực', 'sốt cao', 'mệt mỏi'})",frozenset({'ho'}),0.06585365853658537,0.11463414634146342,0.06219512195121951,0.9444444444444444,8.238770685579196,1.0,0.054646044021415825,15.936585365853652,0.9405621256335434,0.5257731958762887,0.9372513008876645,0.7434988179669031
"frozenset({'đau ngực', 'sốt cao', 'ho'})",frozenset({'mệt mỏi'}),0.06585365853658537,0.3926829268292683,0.06219512195121951,0.9444444444444444,2.4051069703243613,1.0,0.03633551457465794,10.931707317073165,0.6254031638765166,0.15692307692307692,0.9085229808121374,0.5514147688060731
"frozenset({'đau ngực', 'mệt mỏi', 'ho'})",frozenset({'sốt cao'}),0.06585365853658537,0.27682926829268295,0.06219512195121951,0.9444444444444444,3.411649534997552,1.0,0.04396490184414039,13.0170731707317,0.7567193979419444,0.22173913043478258,0.9231778152520143,0.5845570239843367
